N	trait_mean	trait_var	age_MY	tsID	age_MY_min	age_MY_max
60	1.73	0.098836982	0.0055968	387	NA	NA
60	1.66	0.038346561	0.0091584	387	NA	NA
60	1.68	0.080292951	0.0134832	387	NA	NA
60	1.7	0.07751774	0.0162816	387	NA	NA
60	1.67	0.056226572	0.0185712	387	NA	NA
60	1.71	0.07179571	0.0208608	387	NA	NA
60	1.63	0.056226572	0.0244224	387	NA	NA
60	1.64	0.040385087	0.0272208	387	NA	NA
60	1.66	0.063873425	0.0290016	387	NA	NA
60	1.59	0.03842399	0.0340896	387	NA	NA
60	1.68	0.03842399	0.0379056	387	NA	NA
60	1.67	0.071901643	0.0422304	387	NA	NA
60	1.66	0.056226572	0.0450288	387	NA	NA
60	1.61	0.023938815	0.0478272	387	NA	NA
60	1.66	0.07751774	0.0511344	387	NA	NA
60	1.61	0.053816483	0.0544416	387	NA	NA
60	1.75	0.119305914	0.058512	387	NA	NA
60	1.66	0.07179571	0.0613104	387	NA	NA
60	1.63	0.049067094	0.0628368	387	NA	NA
60	1.71	0.083230945	0.0643632	387	NA	NA
60	1.64	0.061205123	0.0666528	387	NA	NA
60	1.69	0.119169448	0.067416	387	NA	NA
60	1.6	0.056226572	0.0691968	387	NA	NA
60	1.58	0.056226572	0.0745392	387	NA	NA
60	1.7	0.10209375	0.077592	387	NA	NA
60	1.69	0.053816483	0.08268	387	NA	NA
60	1.66	0.056226572	0.0842064	387	NA	NA
60	1.7	0.053816483	0.0847152	387	NA	NA
60	1.59	0.030720364	0.0862416	387	NA	NA
60	1.73	0.260512117	0.0882768	387	NA	NA
60	1.6	0.074683296	0.0892944	387	NA	NA
60	1.63	0.056226572	0.0905664	387	NA	NA
60	1.66	0.095633004	0.091584	387	NA	NA
60	1.66	0.053816483	0.0956544	387	NA	NA
60	1.57	0.042476403	0.0994704	387	NA	NA
60	1.54	0.051459184	0.1032864	387	NA	NA
60	1.59	0.036436224	0.1104096	387	NA	NA
60	1.58	0.058689452	0.1188048	387	NA	NA
60	1.64	0.053816483	0.1231296	387	NA	NA
60	1.59	0.077407747	0.128472	387	NA	NA
60	1.55	0.038346561	0.13356	387	NA	NA
60	1.58	0.053816483	0.1391568	387	NA	NA
60	1.65	0.080292951	0.1465344	387	NA	NA
60	1.63	0.056226572	0.1483152	387	NA	NA
60	1.6	0.053816483	0.1495872	387	NA	NA
60	1.59	0.051459184	0.153912	387	NA	NA
60	1.58	0.051459184	0.1569648	387	NA	NA
60	1.59	0.056226572	0.159	387	NA	NA
60	1.4813	0.077627811	0	386	NA	NA
60	1.4716	0.096367698	0.001928503	386	NA	NA
60	1.5132	0.10437936	0.00659751	386	NA	NA
60	1.4298	0.05199849	0.009693265	386	NA	NA
60	1.4009	0.104251718	0.014336898	386	NA	NA
60	1.5098	0.092481817	0.017052027	386	NA	NA
60	1.4329	0.100333546	0.01938653	386	NA	NA
60	1.4392	0.125807932	0.02210166	386	NA	NA
60	1.3815	0.077627811	0.024816789	386	NA	NA
60	1.5417	0.096245054	0.027151293	386	NA	NA
60	1.4487	0.104251718	0.029460421	386	NA	NA
60	1.4711	0.096367698	0.034129429	386	NA	NA
60	1.4421	0.070740681	0.039153687	386	NA	NA
60	1.3716	0.074251913	0.042274816	386	NA	NA
60	1.3587	0.04110303	0.044989946	386	NA	NA
60	1.474	0.054922272	0.048085701	386	NA	NA
60	1.3906	0.05792602	0.051587456	386	NA	NA
60	1.3906	0.074251913	0.055063837	386	NA	NA
60	1.336	0.096245054	0.059732844	386	NA	NA
60	1.2302	0.05199849	0.061661347	386	NA	NA
60	1.3423	0.096245054	0.062828599	386	NA	NA
60	1.3615	0.100333546	0.064376476	386	NA	NA
60	1.3807	0.05199849	0.067091605	386	NA	NA
60	1.2525	0.054922272	0.068258857	386	NA	NA
60	1.2717	0.077627811	0.069426109	386	NA	NA
60	1.2908	0.05792602	0.074450367	386	NA	NA
60	1.1882	0.05792602	0.078332748	386	NA	NA
60	1.39	0.100333546	0.083382381	386	NA	NA
60	1.2875	0.077627811	0.084143632	386	NA	NA
60	1.3163	0.074144263	0.085310884	386	NA	NA
60	1.3932	0.074144263	0.086478136	386	NA	NA
60	1.3771	0.100333546	0.088026013	386	NA	NA
60	1.1816	0.092361672	0.089573891	386	NA	NA
60	1.2777	0.077737961	0.091147143	386	NA	NA
60	1.2905	0.067417066	0.091908395	386	NA	NA
60	1.2712	0.092481817	0.095790776	386	NA	NA
60	1.3256	0.081303975	0.099673157	386	NA	NA
60	1.191	0.077627811	0.103149537	386	NA	NA
60	1.2517	0.054922272	0.110914299	386	NA	NA
60	1.2901	0.051908411	0.118273061	386	NA	NA
60	1.3412	0.070740681	0.12370332	386	NA	NA
60	1.2578	0.061009736	0.128752952	386	NA	NA
60	1.2706	0.100333546	0.133396585	386	NA	NA
60	1.2769	0.077737961	0.138826843	386	NA	NA
60	1.2479	0.077627811	0.146591605	386	NA	NA
60	1.3055	0.077627811	0.148926109	386	NA	NA
60	1.2767	0.036060014	0.150473987	386	NA	NA
60	1.2894	0.05792602	0.154736993	386	NA	NA
60	1.2605	0.074144263	0.157071497	386	NA	NA
60	1.2477	0.054829693	0.159	386	NA	NA
60	3.5795	0.382532018	0	385	NA	NA
60	3.6142	0.537436224	0.002689377	385	NA	NA
60	3.6199	0.504353759	0.006534935	385	NA	NA
60	3.469	0.328152371	0.009626462	385	NA	NA
60	3.4399	0.341183465	0.015005217	385	NA	NA
60	3.6427	0.488206581	0.016563547	385	NA	NA
60	3.4107	0.44160385	0.01962994	385	NA	NA
60	3.399	0.554665803	0.022721467	385	NA	NA
60	3.341	0.302416532	0.025033829	385	NA	NA
60	3.6714	0.504353759	0.02694404	385	NA	NA
60	3.4974	0.589030196	0.030035567	385	NA	NA
60	3.7523	0.426244898	0.034258141	385	NA	NA
60	3.6014	0.368486464	0.038882864	385	NA	NA
60	3.4796	0.642988494	0.041974391	385	NA	NA
60	3.4099	0.30219924	0.045442934	385	NA	NA
60	3.6359	0.426244898	0.048509327	385	NA	NA
60	3.4503	0.32792602	0.051198704	385	NA	NA
60	3.5081	0.47259375	0.054667246	385	NA	NA
60	3.3746	0.44160385	0.060071135	385	NA	NA
60	3.1891	1.587859056	0.061981347	385	NA	NA
60	3.4615	0.209800239	0.063137528	385	NA	NA
60	3.3339	0.472322105	0.064293709	385	NA	NA
60	3.4846	0.265783046	0.06660607	385	NA	NA
60	3.328	0.32792602	0.068918432	385	NA	NA
60	3.4207	0.441341264	0.069697597	385	NA	NA
60	3.5771	0.456700333	0.074297186	385	NA	NA
60	3.1596	0.368726403	0.077388713	385	NA	NA
60	3.5768	0.441341264	0.082767468	385	NA	NA
60	3.4492	0.411411235	0.083923648	385	NA	NA
60	3.4086	0.341183465	0.084702814	385	NA	NA
60	3.7332	0.341183465	0.08623601	385	NA	NA
60	3.5766	0.441341264	0.088171356	385	NA	NA
60	3.1534	0.52076364	0.088925387	385	NA	NA
60	3.3678	0.504634462	0.090081568	385	NA	NA
60	3.362	0.472322105	0.091639899	385	NA	NA
60	3.3039	0.472322105	0.095485457	385	NA	NA
60	3.5009	0.368486464	0.098953999	385	NA	NA
60	3.2863	0.456700333	0.102799557	385	NA	NA
60	3.2106	0.397089273	0.110490673	385	NA	NA
60	3.3669	0.411664762	0.117804774	385	NA	NA
60	3.3899	0.44160385	0.123208663	385	NA	NA
60	3.3434	0.426244898	0.128210402	385	NA	NA
60	3.4186	0.554371512	0.132835125	385	NA	NA
60	3.3489	0.396840275	0.137836864	385	NA	NA
60	3.2211	0.52076364	0.146684161	385	NA	NA
60	3.4065	0.504353759	0.148217357	385	NA	NA
60	3.2615	0.289942667	0.149775688	385	NA	NA
60	3.4063	0.341414346	0.154375277	385	NA	NA
60	3.2381	0.426502954	0.155933607	385	NA	NA
60	3.2786	0.456967448	0.159	385	NA	NA
60	0.48191	0.001535411	0	384	NA	NA
60	0.4767	0.001644121	0.002336388	384	NA	NA
60	0.48226	0.001533862	0.006883552	384	NA	NA
60	0.4913	0.001588514	0.009496287	384	NA	NA
60	0.48157	0.001533862	0.014947859	384	NA	NA
60	0.48991	0.001590089	0.017158635	384	NA	NA
60	0.4847	0.001428924	0.019520145	384	NA	NA
60	0.48017	0.001535411	0.021856533	384	NA	NA
60	0.484	0.001535411	0.024871228	384	NA	NA
60	0.46557	0.001535411	0.02735835	384	NA	NA
60	0.4687	0.001481689	0.029996208	384	NA	NA
60	0.47461	0.001428924	0.034543372	384	NA	NA
60	0.47217	0.001533862	0.039944699	384	NA	NA
60	0.48122	0.001588514	0.042155475	384	NA	NA
60	0.47391	0.001588514	0.045672618	384	NA	NA
60	0.47426	0.001644121	0.048737557	384	NA	NA
60	0.48017	0.001644121	0.051727129	384	NA	NA
60	0.49304	0.001644121	0.054666456	384	NA	NA
60	0.46904	0.001644121	0.059891926	384	NA	NA
60	0.47878	0.001645724	0.062479539	384	NA	NA
60	0.47704	0.001533862	0.064037131	384	NA	NA
60	0.48017	0.001588514	0.064765682	384	NA	NA
60	0.4753	0.001644121	0.067880866	384	NA	NA
60	0.48052	0.001588514	0.068207458	384	NA	NA
60	0.4767	0.001481689	0.06976505	384	NA	NA
60	0.46835	0.00175655	0.074839785	384	NA	NA
60	0.48226	0.001588514	0.078532786	384	NA	NA
60	0.47183	0.001644121	0.082477011	384	NA	NA
60	0.46696	0.001700686	0.084813399	384	NA	NA
60	0.48191	0.001481689	0.085818297	384	NA	NA
60	0.47704	0.001644121	0.086622215	384	NA	NA
60	0.45617	0.001644121	0.088757624	384	NA	NA
60	0.47217	0.001481689	0.089737399	384	NA	NA
60	0.49026	0.005926756	0.090340338	384	NA	NA
60	0.45826	0.001481689	0.09179744	384	NA	NA
60	0.45687	0.001588514	0.095641176	384	NA	NA
60	0.47113	0.001590089	0.099711013	384	NA	NA
60	0.47148	0.001480168	0.103152789	384	NA	NA
60	0.48365	0.001699056	0.110714647	384	NA	NA
60	0.46939	0.001535411	0.118879444	384	NA	NA
60	0.47217	0.001586939	0.12345173	384	NA	NA
60	0.47948	0.001758206	0.128375731	384	NA	NA
60	0.47043	0.001535411	0.133827303	384	NA	NA
60	0.47113	0.001590089	0.139178385	384	NA	NA
60	0.47983	0.001535411	0.146363407	384	NA	NA
60	0.47252	0.001535411	0.147971243	384	NA	NA
60	0.4593	0.001758206	0.150784958	384	NA	NA
60	0.46904	0.001590089	0.154528204	384	NA	NA
60	0.46974	0.001588514	0.157191183	384	NA	NA
60	0.48226	0.001758206	0.159	384	NA	NA
60	1.1335	0.006123074	0	383	NA	NA
60	1.1329	0.006123074	0.001153628	383	NA	NA
60	1.1409	0.005938932	0.005391956	383	NA	NA
60	1.1366	0.006310027	0.009630284	383	NA	NA
60	1.1372	0.006123074	0.013868612	383	NA	NA
60	1.1463	0.006154037	0.015799685	383	NA	NA
60	1.1451	0.006123074	0.01810694	383	NA	NA
60	1.1732	0.005579082	0.021944006	383	NA	NA
60	1.1329	0.006310027	0.024652524	383	NA	NA
60	1.1421	0.005757601	0.026182334	383	NA	NA
60	1.1506	0.006123074	0.028890852	383	NA	NA
60	1.1555	0.006310027	0.033505363	383	NA	NA
60	1.1494	0.006531693	0.039273502	383	NA	NA
60	1.1537	0.006341459	0.041580757	383	NA	NA
60	1.1341	0.001673092	0.04504164	383	NA	NA
60	1.1701	0.013963088	0.048126341	383	NA	NA
60	1.147	0.005969427	0.050433596	383	NA	NA
60	1.1457	0.006123074	0.054295741	383	NA	NA
60	1.1377	0.006531693	0.059637539	383	NA	NA
60	1.1659	0.016294617	0.061593691	383	NA	NA
60	1.1921	0.006310027	0.062371136	383	NA	NA
60	1.1512	0.006692368	0.064678391	383	NA	NA
60	1.1756	0.000765306	0.067386909	383	NA	NA
60	1.1598	0.001889838	0.068540536	383	NA	NA
60	1.1543	0.00637297	0.069694164	383	NA	NA
60	1.1713	0.006154037	0.074684858	383	NA	NA
60	1.1604	0.006123074	0.076992114	383	NA	NA
60	1.1939	0.006123074	0.082785331	383	NA	NA
60	1.1683	0.006499792	0.083537697	383	NA	NA
60	1.1585	0.001484733	0.085870032	383	NA	NA
60	1.1701	0.005757601	0.087023659	383	NA	NA
60	1.1835	0.006123074	0.087776025	383	NA	NA
60	1.1738	0.006154037	0.088929653	383	NA	NA
60	1.1793	0.005969427	0.090083281	383	NA	NA
60	1.1524	0.005579082	0.091236909	383	NA	NA
60	1.1677	0.005579082	0.094722871	383	NA	NA
60	1.1774	0.006310027	0.099713565	383	NA	NA
60	1.1652	0.006154037	0.103951893	383	NA	NA
60	1.1732	0.005969427	0.110497476	383	NA	NA
60	1.1841	0.006154037	0.118974132	383	NA	NA
60	1.1701	0.006692368	0.123212461	383	NA	NA
60	1.1634	0.006310027	0.128980599	383	NA	NA
60	1.1793	0.006123074	0.133971293	383	NA	NA
60	1.1793	0.006123074	0.138610883	383	NA	NA
60	1.1738	0.006123074	0.146310095	383	NA	NA
60	1.1848	0.005969427	0.148216088	383	NA	NA
60	1.1726	0.006341459	0.150147161	383	NA	NA
60	1.1707	0.006341459	0.154009306	383	NA	NA
60	1.1488	0.005938932	0.156692744	383	NA	NA
60	1.1713	0.006310027	0.159	383	NA	NA
60	1.4904	0.025491878	0	382	NA	NA
60	1.4301	0.022139564	0.002675238	382	NA	NA
60	1.4699	0.026382913	0.006915238	382	NA	NA
60	1.4986	0.027224008	0.009969048	382	NA	NA
60	1.4507	0.025491878	0.01496619	382	NA	NA
60	1.4603	0.022970468	0.016884286	382	NA	NA
60	1.4507	0.014197561	0.020341905	382	NA	NA
60	1.489	0.055479384	0.02226	382	NA	NA
60	1.4096	0.012332518	0.024581905	382	NA	NA
60	1.4014	0.01415051	0.027257143	382	NA	NA
60	1.4301	0.035910077	0.02955381	382	NA	NA
60	1.4808	0.027224008	0.034172381	382	NA	NA
60	1.4205	0.024678194	0.038790952	382	NA	NA
60	1.4781	0.023816678	0.042627143	382	NA	NA
60	1.4795	0.025491878	0.045302381	382	NA	NA
60	1.4767	0.023816678	0.048381429	382	NA	NA
60	1.5301	0.077737961	0.051839048	382	NA	NA
60	1.4781	0.023816678	0.054539524	382	NA	NA
60	1.5205	0.054275862	0.06029381	382	NA	NA
60	1.5014	0.040147178	0.062590476	382	NA	NA
60	1.4795	0.02461615	0.063751429	382	NA	NA
60	1.4795	0.039046231	0.06413	382	NA	NA
60	1.4685	0.040147178	0.067587619	382	NA	NA
60	1.4479	0.02461615	0.068748571	382	NA	NA
60	1.5096	0.041183192	0.069505714	382	NA	NA
60	1.5479	0.035910077	0.07566381	382	NA	NA
60	1.4877	0.035910077	0.077960476	382	NA	NA
60	1.4808	0.056790244	0.083714762	382	NA	NA
60	1.4699	0.024678194	0.084875714	382	NA	NA
60	1.4603	0.01290966	0.085632857	382	NA	NA
60	1.4603	0.022139564	0.087172381	382	NA	NA
60	1.4466	0.02461615	0.088333333	382	NA	NA
60	1.5082	0.040147178	0.089872857	382	NA	NA
60	1.489	0.024678194	0.09063	382	NA	NA
60	1.5	0.039046231	0.092169524	382	NA	NA
60	1.4425	0.013545957	0.095627143	382	NA	NA
60	1.511	0.055479384	0.099841905	382	NA	NA
60	1.4904	0.052903582	0.104081905	382	NA	NA
60	1.4534	0.023816678	0.111375714	382	NA	NA
60	1.4685	0.039046231	0.118669524	382	NA	NA
60	1.4753	0.035910077	0.123262857	382	NA	NA
60	1.4781	0.025491878	0.12866381	382	NA	NA
60	1.4986	0.036890254	0.134796667	382	NA	NA
60	1.5	0.037960589	0.138254286	382	NA	NA
60	1.4986	0.023816678	0.14746619	382	NA	NA
60	1.4616	0.025491878	0.149005714	382	NA	NA
60	1.511	0.023816678	0.150545238	382	NA	NA
60	1.4973	0.015497449	0.154381429	382	NA	NA
60	1.5	0.022970468	0.156299524	382	NA	NA
60	1.4877	0.041183192	0.159	382	NA	NA
60	2.6921	0.223783163	0	381	NA	NA
60	2.5661	0.148778009	0.002574595	381	NA	NA
60	2.8528	0.300030612	0.007048892	381	NA	NA
60	2.8244	0.229616241	0.010473353	381	NA	NA
60	2.689	0.17915051	0.014922654	381	NA	NA
60	2.8685	0.18984375	0.017772206	381	NA	NA
60	2.7299	0.17915051	0.019946864	381	NA	NA
60	2.8213	0.293143482	0.023096368	381	NA	NA
60	2.8591	0.184373529	0.025421003	381	NA	NA
60	2.7709	0.260512117	0.028020594	381	NA	NA
60	2.6921	0.163611867	0.029495362	381	NA	NA
60	2.7866	0.229616241	0.034544568	381	NA	NA
60	2.8528	0.189671595	0.039968716	381	NA	NA
60	2.7614	0.260512117	0.042943248	381	NA	NA
60	2.6197	0.229616241	0.045867788	381	NA	NA
60	2.7772	0.158693878	0.049092281	381	NA	NA
60	2.6827	0.300030612	0.051291935	381	NA	NA
60	2.7551	0.184543263	0.055191322	381	NA	NA
60	2.6732	0.357061224	0.060090552	381	NA	NA
60	2.7583	0.212160077	0.062465178	381	NA	NA
60	2.8024	0.320724021	0.063290049	381	NA	NA
60	2.7079	0.267006911	0.065489703	381	NA	NA
60	2.7457	0.342338648	0.067439396	381	NA	NA
60	2.7488	0.218025133	0.068214274	381	NA	NA
60	2.7866	0.395099477	0.070538909	381	NA	NA
60	2.7646	0.364419448	0.07511319	381	NA	NA
60	2.8433	0.300030612	0.079012577	381	NA	NA
60	2.6669	0.217840639	0.08306194	381	NA	NA
60	2.6512	0.306778777	0.084961641	381	NA	NA
60	2.8307	0.334979214	0.086286433	381	NA	NA
60	2.7772	0.279818136	0.087761201	381	NA	NA
60	2.626	0.25409729	0.087611225	381	NA	NA
60	2.5724	0.178983275	0.088711052	381	NA	NA
60	2.7898	0.273168406	0.091210659	381	NA	NA
60	2.7173	0.266802738	0.091910549	381	NA	NA
60	2.648	0.174002538	0.096059896	381	NA	NA
60	2.6638	0.349544357	0.099909291	381	NA	NA
60	2.6386	0.235716199	0.104083635	381	NA	NA
60	2.7803	0.247959184	0.111132526	381	NA	NA
60	2.6827	0.217840639	0.119831159	381	NA	NA
60	2.8622	0.25409729	0.124205471	381	NA	NA
60	2.7236	0.25409729	0.129054708	381	NA	NA
60	2.6543	0.223783163	0.133978934	381	NA	NA
60	2.6606	0.184543263	0.138178274	381	NA	NA
60	2.8118	0.260310444	0.147526804	381	NA	NA
60	2.6008	0.184373529	0.148851596	381	NA	NA
60	2.6386	0.247959184	0.150801289	381	NA	NA
60	2.6701	0.212160077	0.154275743	381	NA	NA
60	2.6417	0.286547832	0.156925326	381	NA	NA
60	2.8087	0.206374987	0.159	381	NA	NA
60	5.5717	0.771476403	0	389	NA	NA
60	5.4067	0.644891295	0.002400286	389	NA	NA
60	5.9147	0.771129321	0.005609089	389	NA	NA
60	5.7625	0.665040439	0.009929604	389	NA	NA
60	5.5976	0.728021814	0.014250119	389	NA	NA
60	5.8834	0.771129321	0.016802002	389	NA	NA
60	5.6422	0.706600739	0.020010806	389	NA	NA
60	5.8772	0.861797324	0.02182997	389	NA	NA
60	5.9217	0.685826778	0.024103925	389	NA	NA
60	5.9409	0.624739692	0.026403146	389	NA	NA
60	5.7505	0.459107182	0.029965676	389	NA	NA
60	5.8713	0.7935	0.03415986	389	NA	NA
60	6.0429	0.566501497	0.038303512	389	NA	NA
60	5.7319	0.862164241	0.041916574	389	NA	NA
60	5.5288	0.861797324	0.044721119	389	NA	NA
60	5.8655	0.529354592	0.048409979	389	NA	NA
60	5.5608	0.72768465	0.051265056	389	NA	NA
60	5.6371	0.56679899	0.055080248	389	NA	NA
60	5.6881	0.83883896	0.058516447	389	NA	NA
60	5.777	0.706268573	0.061169395	389	NA	NA
60	5.8533	0.771129321	0.063064357	389	NA	NA
60	5.6502	0.909020655	0.065085651	389	NA	NA
60	5.7709	0.957890293	0.066955347	389	NA	NA
60	5.7201	0.476132237	0.067763865	389	NA	NA
60	5.8155	1.191479175	0.070012554	389	NA	NA
60	5.9235	1.246894562	0.074206738	389	NA	NA
60	5.8856	0.933295541	0.077314476	389	NA	NA
60	5.6572	0.83883896	0.083201494	389	NA	NA
60	5.6699	1.191047832	0.084338471	389	NA	NA
60	5.8668	0.885437474	0.085778643	389	NA	NA
60	5.8478	1.274405287	0.086966153	389	NA	NA
60	5.7653	0.706600739	0.088153663	389	NA	NA
60	5.4606	0.95750354	0.089846496	389	NA	NA
60	5.7146	0.885437474	0.091261402	389	NA	NA
60	5.9242	0.909020655	0.091918322	389	NA	NA
60	5.8037	0.585698498	0.095834578	389	NA	NA
60	5.6515	1.218811264	0.100155093	389	NA	NA
60	5.6452	0.95750354	0.102858573	389	NA	NA
60	5.7471	0.861797324	0.110893215	389	NA	NA
60	5.7346	0.72768465	0.118220404	389	NA	NA
60	6.065	0.7935	0.123450501	389	NA	NA
60	5.6779	0.885437474	0.128276339	389	NA	NA
60	5.659	0.749420593	0.134062291	389	NA	NA
60	5.6656	0.749420593	0.139443985	389	NA	NA
60	5.8436	0.885437474	0.146695376	389	NA	NA
60	5.5199	1.605837503	0.148767202	389	NA	NA
60	5.7168	0.567394211	0.150586366	389	NA	NA
60	5.7106	0.771129321	0.15445209	389	NA	NA
60	5.6281	0.885437474	0.156422851	389	NA	NA
60	5.8504	0.7935	0.159	389	NA	NA
158	13.37753165	0.152151193	0	421	NA	NA
98	13.56734694	0.296500105	1e-06	421	NA	NA
47	13.48297872	0.202095282	2e-06	421	NA	NA
86	13.40465116	0.155154583	3e-06	421	NA	NA
77	13.3974026	0.241177375	4e-06	421	NA	NA
125	13.6266	0.186610323	5e-06	421	NA	NA
71	13.68873239	0.234371227	6e-06	421	NA	NA
86	13.69302326	0.158715458	7e-06	421	NA	NA
49	13.63367347	0.243686224	8e-06	421	NA	NA
88	13.6125	0.139037356	9e-06	421	NA	NA
136	13.49080882	0.232377859	1e-05	421	NA	NA
129	13.60503876	0.147220506	1.1e-05	421	NA	NA
94	13.67234043	0.126968657	1.2e-05	421	NA	NA
175	13.70914286	0.194168801	1.3e-05	421	NA	NA
105	13.6547619	0.246515568	1.4e-05	421	NA	NA
124	13.68024194	0.172838152	1.5e-05	421	NA	NA
64	13.56796875	0.140187872	1.6e-05	421	NA	NA
62	13.48790323	0.155302089	1.7e-05	421	NA	NA
173	13.66445087	0.145080656	1.8e-05	421	NA	NA
98	13.48673469	0.193378919	1.9e-05	421	NA	NA
122	13.57827869	0.153470566	2e-05	421	NA	NA
37	13.58513514	0.272897898	2.1e-05	421	NA	NA
165	13.51878788	0.405650961	2.2e-05	421	NA	NA
13	13.51923077	0.413974359	2.3e-05	421	NA	NA
82	13.51219512	0.184911171	2.4e-05	421	NA	NA
25	13.68	0.283125	2.5e-05	421	NA	NA
158	23.59968354	0.429888434	0	420	NA	NA
98	23.23979592	0.315616453	1e-06	420	NA	NA
47	23.40425532	0.25693802	2e-06	420	NA	NA
86	23.31976744	0.346545828	3e-06	420	NA	NA
77	23.38961039	0.339627478	4e-06	420	NA	NA
123	23.27235772	0.365787019	5e-06	420	NA	NA
71	23.35915493	0.501307847	6e-06	420	NA	NA
86	23.40116279	0.504822161	7e-06	420	NA	NA
49	23.14285714	0.40625	8e-06	420	NA	NA
88	23.37215909	0.354876894	9e-06	420	NA	NA
136	23.41176471	0.325490196	1e-05	420	NA	NA
129	23.46124031	0.49848595	1.1e-05	420	NA	NA
94	23.34574468	0.419497827	1.2e-05	420	NA	NA
175	23.21514286	0.444323974	1.3e-05	420	NA	NA
105	22.95238095	0.497710623	1.4e-05	420	NA	NA
124	23.22741935	0.33761605	1.5e-05	420	NA	NA
64	23.29375	0.346309524	1.6e-05	420	NA	NA
62	23.25322581	0.41039926	1.7e-05	420	NA	NA
173	23.4150289	0.433610028	1.8e-05	420	NA	NA
98	23.34336735	0.456991637	1.9e-05	420	NA	NA
122	23.27377049	0.38310798	2e-05	420	NA	NA
37	23.15945946	0.496921922	2.1e-05	420	NA	NA
165	23.18666667	0.366894309	2.2e-05	420	NA	NA
13	23.29230769	0.124102564	2.3e-05	420	NA	NA
82	23.18780488	0.505281542	2.4e-05	420	NA	NA
25	23.124	0.307733333	2.5e-05	420	NA	NA
8	59.38275	280.6148754	0	293	NA	NA
11	56.14318182	201.2172004	0.296	293	NA	NA
15	56.4442	170.6115805	0.518	293	NA	NA
18	55.72944444	280.9591831	0.748	293	NA	NA
14	65.31207143	357.1415093	1.21	293	NA	NA
11	59.58	157.8757006	1.68	293	NA	NA
13	92.98469231	868.9839097	2.14	293	NA	NA
14	65.064	1327.567304	2.6	293	NA	NA
11	75.09845455	1092.33496	3.07	293	NA	NA
10	90.3702	2970.739465	3.52	293	NA	NA
13	66.52130769	525.9244516	3.97	293	NA	NA
7	61.85914286	398.7480235	4.42	293	NA	NA
10	88.9636	1279.960698	4.9	293	NA	NA
9	107.254	1426.401304	5.37	293	NA	NA
10	103.3794	2222.557839	5.83	293	NA	NA
14	84.65535714	455.915793	6.31	293	NA	NA
7	2.162771429	0.381076632	0	292	NA	NA
17	3.476041176	1.80366802	0.299858807	292	NA	NA
19	3.409678947	1.190325945	0.519181807	292	NA	NA
13	4.187546154	1.558815184	0.754603223	292	NA	NA
13	3.116553846	0.934509143	1.20574215	292	NA	NA
11	2.717236364	0.843151055	1.679427279	292	NA	NA
11	3.679845455	1.339605325	2.136106115	292	NA	NA
19	3.998678947	0.8928383	2.59214587	292	NA	NA
13	4.290453846	1.042309464	3.070764606	292	NA	NA
6	2.2679	0.552055176	3.529520918	292	NA	NA
9	4.062811111	0.607377404	3.978934272	292	NA	NA
7	4.470114286	2.054498035	4.902179406	292	NA	NA
9	3.485711111	0.929188909	5.365641872	292	NA	NA
11	4.390781818	1.69308524	5.822057082	292	NA	NA
11	4.799454545	1.159884021	6.31	292	NA	NA
6	1.048553333	0.002544389	0	291	NA	NA
19	1.190985789	0.006995857	0.316	291	NA	NA
20	1.19565	0.005684509	0.531	291	NA	NA
16	1.20443125	0.004924456	0.774	291	NA	NA
17	1.142564706	0.00398013	1.22	291	NA	NA
17	1.128067647	0.004604703	1.69	291	NA	NA
13	1.125284615	0.004521325	2.15	291	NA	NA
21	1.155591429	0.008067851	2.61	291	NA	NA
15	1.185153333	0.0065005	3.08	291	NA	NA
11	1.180999091	0.015712166	3.53	291	NA	NA
13	1.175246154	0.003155904	3.98	291	NA	NA
12	1.199816667	0.008297392	4.92	291	NA	NA
10	1.19091	0.002847199	5.38	291	NA	NA
12	1.139525	0.003594988	5.83	291	NA	NA
10	1.162	0.003930178	6.31	291	NA	NA
7	0.781075714	0.014130041	0	290	NA	NA
14	0.751555	0.025832596	0.304	290	NA	NA
14	0.723284	0.035721491	0.538	290	NA	NA
18	0.738516111	0.02229073	0.752	290	NA	NA
16	0.705579375	0.021266196	1.23	290	NA	NA
21	0.634389048	0.037897205	1.67	290	NA	NA
12	0.722788333	0.010819683	2.14	290	NA	NA
21	0.699979524	0.020750794	2.61	290	NA	NA
16	0.626663125	0.021904658	3.07	290	NA	NA
8	0.74623875	0.014212738	3.53	290	NA	NA
13	0.718123077	0.009797583	3.98	290	NA	NA
8	0.65285375	0.03023967	4.45	290	NA	NA
11	0.693633636	0.011636442	4.9	290	NA	NA
7	0.668784286	0.020309902	5.36	290	NA	NA
11	0.679220909	0.04597063	5.85	290	NA	NA
12	0.691913333	0.016897492	6.31	290	NA	NA
9	37.68922222	63.84157944	0	289	NA	NA
8	41.9885	136.1939363	0.153	289	NA	NA
14	50.78071429	257.4870968	0.681	289	NA	NA
13	49.08223077	160.7025037	0.995	289	NA	NA
21	84.65657143	563.0222431	1.16	289	NA	NA
19	72.11547368	316.4738624	1.31	289	NA	NA
18	77.66733333	455.7266782	2.56	289	NA	NA
17	56.83282353	292.61071	2.7	289	NA	NA
20	55.31565	535.4343728	3.02	289	NA	NA
10	51.4085	174.8109841	3.19	289	NA	NA
21	64.80814286	900.1225749	3.64	289	NA	NA
